Occupation,Employer,Applications,Employer_Median_Wage,Occupation_Median_Wage,Occupation_75th_Wage,Occupation_90th_Wage,Sample_Count,Bin_Center
Software Developer,Google LLC,5572,184000.0,140000.0,174960.0,209000.0,145320,
Software Developer,Amazon.com Services LLC,4699,152100.0,140000.0,174960.0,209000.0,145320,
Software Developer,Microsoft Corporation,4641,170205.0,140000.0,174960.0,209000.0,145320,
Software Developer,"Meta Platforms, Inc",3253,195888.0,140000.0,174960.0,209000.0,145320,
Software Developer,Apple Inc.,2477,213877.0,140000.0,174960.0,209000.0,145320,
Software Developer,"WAL-MART ASSOCIATES, INC.",2238,151286.59,140000.0,174960.0,209000.0,145320,
Software Developer,JPMorgan Chase & Co.,1737,154900.0,140000.0,174960.0,209000.0,145320,
Software Developer,"Amazon Development Center U.S., Inc.",1624,137259.0,140000.0,174960.0,209000.0,145320,
Software Developer,"Amazon Web Services, Inc.",1574,152100.0,140000.0,174960.0,209000.0,145320,
Software Developer,Deloitte Consulting LLP,1392,125653.0,140000.0,174960.0,209000.0,145320,
Software Developer,Ernst & Young U.S. LLP,1215,162078.02,140000.0,174960.0,209000.0,145320,
Software Developer,"Fidelity Technology Group, LLC d/b/a Fidelity Investments",1095,136385.5,140000.0,174960.0,209000.0,145320,
Software Developer,CAPGEMINI AMERICA INC,1006,134298.0,140000.0,174960.0,209000.0,145320,
Software Developer,"Salesforce, Inc.",869,202878.0,140000.0,174960.0,209000.0,145320,
Software Developer,"COMPUNNEL SOFTWARE GROUP, INC",814,137500.0,140000.0,174960.0,209000.0,145320,
Software Developer,ALL,1,,140000.0,174960.0,209000.0,145320,30475.0
Software Developer,ALL,34,,140000.0,174960.0,209000.0,145320,49425.0
Software Developer,ALL,1375,,140000.0,174960.0,209000.0,145320,68375.0
Software Developer,ALL,13070,,140000.0,174960.0,209000.0,145320,87325.0
Software Developer,ALL,26411,,140000.0,174960.0,209000.0,145320,106275.0
Software Developer,ALL,23987,,140000.0,174960.0,209000.0,145320,125225.0
Software Developer,ALL,23435,,140000.0,174960.0,209000.0,145320,144175.0
Software Developer,ALL,18532,,140000.0,174960.0,209000.0,145320,163125.0
Software Developer,ALL,15989,,140000.0,174960.0,209000.0,145320,182075.0
Software Developer,ALL,8707,,140000.0,174960.0,209000.0,145320,201025.0
Software Developer,ALL,6778,,140000.0,174960.0,209000.0,145320,219975.0
Software Developer,ALL,3567,,140000.0,174960.0,209000.0,145320,238925.0
Software Developer,ALL,1610,,140000.0,174960.0,209000.0,145320,257875.0
Software Developer,ALL,941,,140000.0,174960.0,209000.0,145320,276825.0
Software Developer,ALL,397,,140000.0,174960.0,209000.0,145320,295775.0
Software Developer,ALL,166,,140000.0,174960.0,209000.0,145320,314725.0
Software Developer,ALL,116,,140000.0,174960.0,209000.0,145320,333675.0
Software Developer,ALL,53,,140000.0,174960.0,209000.0,145320,352625.0
Software Developer,ALL,44,,140000.0,174960.0,209000.0,145320,371575.0
Software Developer,ALL,107,,140000.0,174960.0,209000.0,145320,390525.0
Computer Systems Engineersarchitect,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,5637,107141.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,INFOSYS LIMITED,1803,90053.6,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,TATA CONSULTANCY SERVICES LIMITED,1419,108351.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,Tata Consultancy Services Limited,1271,107613.5,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,HCL AMERICA INC,599,111600.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,Microsoft Corporation,590,152215.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,WIPRO LIMITED,377,86400.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,LTIMindtree Limited,372,111946.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,Hewlett Packard Enterprise Company,255,184789.5,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,VIRTUSA CORPORATION,215,98218.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,IBM Corporation,207,151068.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,"COMPUNNEL SOFTWARE GROUP, INC",139,106250.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,ATOS SYNTEL INC,128,87000.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,Visa Technology & Operations LLC,114,165700.0,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,"Databricks, Inc.",112,162310.75,108247.5,129730.0,157500.0,20547,
Computer Systems Engineersarchitect,ALL,344,,108247.5,129730.0,157500.0,20547,56258.875
Computer Systems Engineersarchitect,ALL,2024,,108247.5,129730.0,157500.0,20547,73886.625
Computer Systems Engineersarchitect,ALL,4893,,108247.5,129730.0,157500.0,20547,91514.375
Computer Systems Engineersarchitect,ALL,6184,,108247.5,129730.0,157500.0,20547,109142.125
Computer Systems Engineersarchitect,ALL,2753,,108247.5,129730.0,157500.0,20547,126769.875
Computer Systems Engineersarchitect,ALL,2024,,108247.5,129730.0,157500.0,20547,144397.625
Computer Systems Engineersarchitect,ALL,1089,,108247.5,129730.0,157500.0,20547,162025.375
Computer Systems Engineersarchitect,ALL,557,,108247.5,129730.0,157500.0,20547,179653.125
Computer Systems Engineersarchitect,ALL,355,,108247.5,129730.0,157500.0,20547,197280.875
Computer Systems Engineersarchitect,ALL,171,,108247.5,129730.0,157500.0,20547,214908.625
Computer Systems Engineersarchitect,ALL,75,,108247.5,129730.0,157500.0,20547,232536.375
Computer Systems Engineersarchitect,ALL,37,,108247.5,129730.0,157500.0,20547,250164.125
Computer Systems Engineersarchitect,ALL,20,,108247.5,129730.0,157500.0,20547,267791.875
Computer Systems Engineersarchitect,ALL,8,,108247.5,129730.0,157500.0,20547,285419.625
Computer Systems Engineersarchitect,ALL,6,,108247.5,129730.0,157500.0,20547,303047.375
Computer Systems Engineersarchitect,ALL,3,,108247.5,129730.0,157500.0,20547,320675.125
Computer Systems Engineersarchitect,ALL,0,,108247.5,129730.0,157500.0,20547,338302.875
Computer Systems Engineersarchitect,ALL,0,,108247.5,129730.0,157500.0,20547,355930.625
Computer Systems Engineersarchitect,ALL,0,,108247.5,129730.0,157500.0,20547,373558.375
Computer Systems Engineersarchitect,ALL,4,,108247.5,129730.0,157500.0,20547,391186.125
Data Scientist,Microsoft Corporation,557,168800.0,132221.0,169000.0,202668.5,15886,
Data Scientist,Amazon.com Services LLC,404,155250.0,132221.0,169000.0,202668.5,15886,
Data Scientist,"Meta Platforms, Inc",402,193000.0,132221.0,169000.0,202668.5,15886,
Data Scientist,"Capital One, National Association",331,148702.5,132221.0,169000.0,202668.5,15886,
Data Scientist,"WAL-MART ASSOCIATES, INC.",309,189037.5,132221.0,169000.0,202668.5,15886,
Data Scientist,"Capital One Services, LLC",278,142369.5,132221.0,169000.0,202668.5,15886,
Data Scientist,Google LLC,269,174000.0,132221.0,169000.0,202668.5,15886,
Data Scientist,JPMorgan Chase & Co.,175,145000.0,132221.0,169000.0,202668.5,15886,
Data Scientist,TikTok Inc.,164,211066.7,132221.0,169000.0,202668.5,15886,
Data Scientist,ByteDance Inc.,140,220500.0,132221.0,169000.0,202668.5,15886,
Data Scientist,Adobe Inc.,108,182750.0,132221.0,169000.0,202668.5,15886,
Data Scientist,Apple Inc.,98,209396.25,132221.0,169000.0,202668.5,15886,
Data Scientist,Federal Express Corporation,98,116199.0,132221.0,169000.0,202668.5,15886,
Data Scientist,AMAZON.COM SERVICES LLC,87,175000.0,132221.0,169000.0,202668.5,15886,
Data Scientist,Deloitte Consulting LLP,77,120800.0,132221.0,169000.0,202668.5,15886,
Data Scientist,ALL,1,,132221.0,169000.0,202668.5,15886,30475.0
Data Scientist,ALL,87,,132221.0,169000.0,202668.5,15886,49425.0
Data Scientist,ALL,1074,,132221.0,169000.0,202668.5,15886,68375.0
Data Scientist,ALL,2674,,132221.0,169000.0,202668.5,15886,87325.0
Data Scientist,ALL,2170,,132221.0,169000.0,202668.5,15886,106275.0
Data Scientist,ALL,2169,,132221.0,169000.0,202668.5,15886,125225.0
Data Scientist,ALL,2306,,132221.0,169000.0,202668.5,15886,144175.0
Data Scientist,ALL,1793,,132221.0,169000.0,202668.5,15886,163125.0
Data Scientist,ALL,1483,,132221.0,169000.0,202668.5,15886,182075.0
Data Scientist,ALL,903,,132221.0,169000.0,202668.5,15886,201025.0
Data Scientist,ALL,584,,132221.0,169000.0,202668.5,15886,219975.0
Data Scientist,ALL,268,,132221.0,169000.0,202668.5,15886,238925.0
Data Scientist,ALL,159,,132221.0,169000.0,202668.5,15886,257875.0
Data Scientist,ALL,94,,132221.0,169000.0,202668.5,15886,276825.0
Data Scientist,ALL,46,,132221.0,169000.0,202668.5,15886,295775.0
Data Scientist,ALL,30,,132221.0,169000.0,202668.5,15886,314725.0
Data Scientist,ALL,11,,132221.0,169000.0,202668.5,15886,333675.0
Data Scientist,ALL,9,,132221.0,169000.0,202668.5,15886,352625.0
Data Scientist,ALL,4,,132221.0,169000.0,202668.5,15886,371575.0
Data Scientist,ALL,21,,132221.0,169000.0,202668.5,15886,390525.0
Computer And Information Systems Manager,Deloitte Consulting LLP,899,177600.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,Ernst & Young U.S. LLP,608,220320.36,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,Amazon.com Services LLC,518,198150.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,290,195000.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,AMAZON.COM SERVICES LLC,250,201100.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,Apple Inc.,248,258995.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"Meta Platforms, Inc",202,266699.5,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"PayPal, Inc.",113,216590.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,Google LLC,99,258000.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"Comcast Cable Communications, LLC",97,173404.91999999998,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"Amazon Web Services, Inc.",97,185037.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"Salesforce, Inc.",95,250831.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"Oracle America, Inc.",80,252441.5,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"Amazon Development Center U.S., Inc.",73,196040.0,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,"American Express Travel Related Services Company, Inc.",73,188408.01,200270.5,241139.35,276640.0,10508,
Computer And Information Systems Manager,ALL,9,,200270.5,241139.35,276640.0,10508,78737.5
Computer And Information Systems Manager,ALL,33,,200270.5,241139.35,276640.0,10508,95212.5
Computer And Information Systems Manager,ALL,193,,200270.5,241139.35,276640.0,10508,111687.5
Computer And Information Systems Manager,ALL,319,,200270.5,241139.35,276640.0,10508,128162.5
Computer And Information Systems Manager,ALL,925,,200270.5,241139.35,276640.0,10508,144637.5
Computer And Information Systems Manager,ALL,974,,200270.5,241139.35,276640.0,10508,161112.5
Computer And Information Systems Manager,ALL,1541,,200270.5,241139.35,276640.0,10508,177587.5
Computer And Information Systems Manager,ALL,1418,,200270.5,241139.35,276640.0,10508,194062.5
Computer And Information Systems Manager,ALL,1152,,200270.5,241139.35,276640.0,10508,210537.5
Computer And Information Systems Manager,ALL,1029,,200270.5,241139.35,276640.0,10508,227012.5
Computer And Information Systems Manager,ALL,788,,200270.5,241139.35,276640.0,10508,243487.5
Computer And Information Systems Manager,ALL,688,,200270.5,241139.35,276640.0,10508,259962.5
Computer And Information Systems Manager,ALL,597,,200270.5,241139.35,276640.0,10508,276437.5
Computer And Information Systems Manager,ALL,324,,200270.5,241139.35,276640.0,10508,292912.5
Computer And Information Systems Manager,ALL,141,,200270.5,241139.35,276640.0,10508,309387.5
Computer And Information Systems Manager,ALL,123,,200270.5,241139.35,276640.0,10508,325862.5
Computer And Information Systems Manager,ALL,83,,200270.5,241139.35,276640.0,10508,342337.5
Computer And Information Systems Manager,ALL,38,,200270.5,241139.35,276640.0,10508,358812.5
Computer And Information Systems Manager,ALL,26,,200270.5,241139.35,276640.0,10508,375287.5
Computer And Information Systems Manager,ALL,107,,200270.5,241139.35,276640.0,10508,391762.5
Accountants And Auditor,Ernst & Young U.S. LLP,2683,105582.1,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,Deloitte Tax LLP,701,82000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,Deloitte & Touche LLP,617,80912.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,Amazon.com Services LLC,245,105000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,KPMG LLP,157,123450.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,Grant Thornton Advisors LLC,107,105000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,GOLDMAN SACHS & CO. LLC,99,95000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,PwC US Tax LLP,84,144000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,PRICEWATERHOUSECOOPERS LLP,71,137500.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,"BDO USA, P.C.",61,116500.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,Ernst & Young LLP (EY GUAM),53,46000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,CohnReznick Advisory LLC,50,83249.25,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,"Crowe, LLP",43,80000.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,RSM US LLP,35,106088.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,The Siegfried Group LLP,29,142500.0,93500.0,119999.88,152499.88,8808,
Accountants And Auditor,ALL,200,,93500.0,119999.88,152499.88,8808,43147.66
Accountants And Auditor,ALL,1279,,93500.0,119999.88,152499.88,8808,61447.78000000001
Accountants And Auditor,ALL,2382,,93500.0,119999.88,152499.88,8808,79747.90000000002
Accountants And Auditor,ALL,1939,,93500.0,119999.88,152499.88,8808,98048.02000000002
Accountants And Auditor,ALL,1127,,93500.0,119999.88,152499.88,8808,116348.14000000001
Accountants And Auditor,ALL,751,,93500.0,119999.88,152499.88,8808,134648.26
Accountants And Auditor,ALL,437,,93500.0,119999.88,152499.88,8808,152948.38
Accountants And Auditor,ALL,333,,93500.0,119999.88,152499.88,8808,171248.50000000003
Accountants And Auditor,ALL,172,,93500.0,119999.88,152499.88,8808,189548.62000000002
Accountants And Auditor,ALL,74,,93500.0,119999.88,152499.88,8808,207848.74000000002
Accountants And Auditor,ALL,48,,93500.0,119999.88,152499.88,8808,226148.86000000004
Accountants And Auditor,ALL,39,,93500.0,119999.88,152499.88,8808,244448.98000000004
Accountants And Auditor,ALL,9,,93500.0,119999.88,152499.88,8808,262749.10000000003
Accountants And Auditor,ALL,1,,93500.0,119999.88,152499.88,8808,281049.22000000003
Accountants And Auditor,ALL,0,,93500.0,119999.88,152499.88,8808,299349.34
Accountants And Auditor,ALL,3,,93500.0,119999.88,152499.88,8808,317649.46
Accountants And Auditor,ALL,0,,93500.0,119999.88,152499.88,8808,335949.58
Accountants And Auditor,ALL,0,,93500.0,119999.88,152499.88,8808,354249.7
Accountants And Auditor,ALL,0,,93500.0,119999.88,152499.88,8808,372549.82
Accountants And Auditor,ALL,14,,93500.0,119999.88,152499.88,8808,390849.94
Mechanical Engineer,"Tesla, Inc.",359,146285.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,Cummins Inc.,261,109715.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,Apple Inc.,237,184771.5,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,L&T Technology Services Limited,107,96500.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,General Motors,100,125666.66500000001,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,"Goken America, LLC",86,93672.8,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,HCL AMERICA INC,84,94931.5,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,"Rivian Automotive, LLC",74,149314.08000000002,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,"Lucid USA, Inc.",68,161602.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,Veenus Infotechs Corporation,67,85904.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,"TECH MAHINDRA (AMERICAS), INC",60,87548.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,ASM AMERICA INC.,58,115697.5,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,FCA US LLC,56,119562.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,"Cyient, Inc. ",53,76000.0,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,Caterpillar Inc.,52,105094.4125,107133.68,133846.375,167008.0,8346,
Mechanical Engineer,ALL,105,,107133.68,133846.375,167008.0,8346,52101.475
Mechanical Engineer,ALL,961,,107133.68,133846.375,167008.0,8346,69942.42499999999
Mechanical Engineer,ALL,1944,,107133.68,133846.375,167008.0,8346,87783.375
Mechanical Engineer,ALL,1823,,107133.68,133846.375,167008.0,8346,105624.32500000001
Mechanical Engineer,ALL,1357,,107133.68,133846.375,167008.0,8346,123465.275
Mechanical Engineer,ALL,818,,107133.68,133846.375,167008.0,8346,141306.225
Mechanical Engineer,ALL,526,,107133.68,133846.375,167008.0,8346,159147.17500000002
Mechanical Engineer,ALL,362,,107133.68,133846.375,167008.0,8346,176988.125
Mechanical Engineer,ALL,191,,107133.68,133846.375,167008.0,8346,194829.075
Mechanical Engineer,ALL,122,,107133.68,133846.375,167008.0,8346,212670.02500000002
Mechanical Engineer,ALL,79,,107133.68,133846.375,167008.0,8346,230510.975
Mechanical Engineer,ALL,28,,107133.68,133846.375,167008.0,8346,248351.92500000002
Mechanical Engineer,ALL,20,,107133.68,133846.375,167008.0,8346,266192.875
Mechanical Engineer,ALL,3,,107133.68,133846.375,167008.0,8346,284033.825
Mechanical Engineer,ALL,1,,107133.68,133846.375,167008.0,8346,301874.775
Mechanical Engineer,ALL,3,,107133.68,133846.375,167008.0,8346,319715.725
Mechanical Engineer,ALL,1,,107133.68,133846.375,167008.0,8346,337556.67500000005
Mechanical Engineer,ALL,0,,107133.68,133846.375,167008.0,8346,355397.625
Mechanical Engineer,ALL,0,,107133.68,133846.375,167008.0,8346,373238.575
Mechanical Engineer,ALL,2,,107133.68,133846.375,167008.0,8346,391079.525
Financial And Investment Analyst,Ernst & Young U.S. LLP,918,152374.04,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,JPMorgan Chase & Co.,199,175000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,GOLDMAN SACHS & CO. LLC,193,120000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"BOFA SECURITIES, INC.",179,175000.005,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"Deutsche Bank Securities, Inc.",138,125000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"Morgan Stanley & Co., LLC",70,175000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,Jefferies LLC,70,175000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"Citibank, N.A.",65,165170.36,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,EVERCORE PARTNERS SERVICES EAST LLC,56,217500.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,Google LLC,56,158618.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"SCOTIA CAPITAL (USA), INC.",54,145000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,PJT Partners Holdings LP,54,135000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"BlackRock Financial Management, Inc.",53,140000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"Nomura Securities International, Inc.",51,130000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,"Blackstone, Inc.",46,155000.0,136401.5,180000.0,225000.0,7511,
Financial And Investment Analyst,ALL,123,,136401.5,180000.0,225000.0,7511,55825.0
Financial And Investment Analyst,ALL,638,,136401.5,180000.0,225000.0,7511,73475.0
Financial And Investment Analyst,ALL,913,,136401.5,180000.0,225000.0,7511,91125.0
Financial And Investment Analyst,ALL,1088,,136401.5,180000.0,225000.0,7511,108775.0
Financial And Investment Analyst,ALL,954,,136401.5,180000.0,225000.0,7511,126425.0
Financial And Investment Analyst,ALL,747,,136401.5,180000.0,225000.0,7511,144075.0
Financial And Investment Analyst,ALL,565,,136401.5,180000.0,225000.0,7511,161725.0
Financial And Investment Analyst,ALL,858,,136401.5,180000.0,225000.0,7511,179375.0
Financial And Investment Analyst,ALL,525,,136401.5,180000.0,225000.0,7511,197025.0
Financial And Investment Analyst,ALL,232,,136401.5,180000.0,225000.0,7511,214675.0
Financial And Investment Analyst,ALL,315,,136401.5,180000.0,225000.0,7511,232325.0
Financial And Investment Analyst,ALL,182,,136401.5,180000.0,225000.0,7511,249975.0
Financial And Investment Analyst,ALL,125,,136401.5,180000.0,225000.0,7511,267625.0
Financial And Investment Analyst,ALL,45,,136401.5,180000.0,225000.0,7511,285275.0
Financial And Investment Analyst,ALL,81,,136401.5,180000.0,225000.0,7511,302925.0
Financial And Investment Analyst,ALL,35,,136401.5,180000.0,225000.0,7511,320575.0
Financial And Investment Analyst,ALL,4,,136401.5,180000.0,225000.0,7511,338225.0
Financial And Investment Analyst,ALL,20,,136401.5,180000.0,225000.0,7511,355875.0
Financial And Investment Analyst,ALL,5,,136401.5,180000.0,225000.0,7511,373525.0
Financial And Investment Analyst,ALL,56,,136401.5,180000.0,225000.0,7511,391175.0
Electronics Engineers Except Computer,"Qualcomm Technologies, Inc.",995,160000.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,Apple Inc.,833,196253.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,Intel Corporation ,769,146920.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Advanced Micro Devices, Inc.",425,174429.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,NVIDIA Corporation,414,216250.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Arm, Inc.",174,202071.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Analog Devices, Inc.",118,132392.53999999998,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"NXP USA, Inc.",98,151375.3,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Skyworks Solutions, Inc.",87,130603.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Xilinx, Inc.",74,180224.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Cadence Design Systems, Inc.",73,187782.5,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Sandisk Technologies, Inc.",66,157762.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Qualcomm Atheros, Inc. ",66,180145.5,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,"Marvell Semiconductor, Inc. ",64,166128.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,Microchip Technology Inc.,62,111863.0,161295.5,195378.0,227662.5,6643,
Electronics Engineers Except Computer,ALL,10,,161295.5,195378.0,227662.5,6643,60700.0
Electronics Engineers Except Computer,ALL,134,,161295.5,195378.0,227662.5,6643,78100.0
Electronics Engineers Except Computer,ALL,249,,161295.5,195378.0,227662.5,6643,95500.0
Electronics Engineers Except Computer,ALL,545,,161295.5,195378.0,227662.5,6643,112900.0
Electronics Engineers Except Computer,ALL,1072,,161295.5,195378.0,227662.5,6643,130300.0
Electronics Engineers Except Computer,ALL,1087,,161295.5,195378.0,227662.5,6643,147700.0
Electronics Engineers Except Computer,ALL,867,,161295.5,195378.0,227662.5,6643,165100.0
Electronics Engineers Except Computer,ALL,894,,161295.5,195378.0,227662.5,6643,182500.0
Electronics Engineers Except Computer,ALL,586,,161295.5,195378.0,227662.5,6643,199900.0
Electronics Engineers Except Computer,ALL,470,,161295.5,195378.0,227662.5,6643,217300.0
Electronics Engineers Except Computer,ALL,433,,161295.5,195378.0,227662.5,6643,234700.0
Electronics Engineers Except Computer,ALL,215,,161295.5,195378.0,227662.5,6643,252100.0
Electronics Engineers Except Computer,ALL,38,,161295.5,195378.0,227662.5,6643,269500.0
Electronics Engineers Except Computer,ALL,22,,161295.5,195378.0,227662.5,6643,286900.0
Electronics Engineers Except Computer,ALL,9,,161295.5,195378.0,227662.5,6643,304300.0
Electronics Engineers Except Computer,ALL,2,,161295.5,195378.0,227662.5,6643,321700.0
Electronics Engineers Except Computer,ALL,4,,161295.5,195378.0,227662.5,6643,339100.0
Electronics Engineers Except Computer,ALL,3,,161295.5,195378.0,227662.5,6643,356500.0
Electronics Engineers Except Computer,ALL,0,,161295.5,195378.0,227662.5,6643,373900.0
Electronics Engineers Except Computer,ALL,3,,161295.5,195378.0,227662.5,6643,391300.0
Medical Scientists Except Epidemiologist,Washington University,168,67990.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Columbia University,117,79310.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,UT Southwestern Medical Center,115,67000.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Baylor College of Medicine,104,66492.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,University of Pittsburgh,92,67039.5,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,87,75054.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,"National Institutes of Health, HHS",86,108045.5,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,The University of Alabama at Birmingham,84,65387.92,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,General Hospital Corporation,84,85778.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Memorial Sloan Kettering Cancer Center,82,90000.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Icahn School of Medicine at Mount Sinai,77,83011.6,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Northwestern University,75,68964.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,The University of Texas M.D. Anderson Cancer Center,69,76005.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Mayo Clinic,65,73299.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,Johns Hopkins University,64,74088.0,75000.0,95056.0,139303.20000000007,4193,
Medical Scientists Except Epidemiologist,ALL,783,,75000.0,95056.0,139303.20000000007,4193,54850.0
Medical Scientists Except Epidemiologist,ALL,1832,,75000.0,95056.0,139303.20000000007,4193,72550.0
Medical Scientists Except Epidemiologist,ALL,583,,75000.0,95056.0,139303.20000000007,4193,90250.0
Medical Scientists Except Epidemiologist,ALL,294,,75000.0,95056.0,139303.20000000007,4193,107950.0
Medical Scientists Except Epidemiologist,ALL,226,,75000.0,95056.0,139303.20000000007,4193,125650.0
Medical Scientists Except Epidemiologist,ALL,187,,75000.0,95056.0,139303.20000000007,4193,143350.0
